EJER;SEXO;CCAA;MODELO;M714_1;M714_2;M714_3;M714_4;M714_5;M714_6;M714_7;M714_8;M714_9;M714_10;M714_11;M714_12;M714_13;M714_14;M714_15;M714_16;M714_17;M714_18
2020;2;10;714;13846887259,400000;19144579976,860000;32991467236,260000;7191180944,100000;1495983060,330000;512348605,060000;23867199036,250000;714041173,810000;46681593,900000;660015883,140000;18488005981,010000;7379200000,000000;11255100008,240000;138831431,800000;71689027,600000;71609885,260000;71609885,260000;12171
2020;1;10;714;20348290644,610000;19589782737,550000;39938073382,160000;6775466221,760000;1421601864,710000;538754608,430000;31069456943,760000;583619904,630000;79599469,220000;891176234,360000;18604897670,550000;7107300000,000000;11706953822,670000;150477121,960000;84828774,210000;84762746,720000;84762746,720000;11721
2020;2;17;714;1140041896,310000;2096322902,070000;3236364798,380000;761265060,990000;143269863,920000;32070998,370000;2320287874,480000;43251025,740000;2068398,960000;77421439,840000;2048490475,230000;886900000,000000;1174216699,370000;10570498,520000;6542589,300000;6542579,680000;6542579,680000;1267
2020;1;17;714;1769009747,440000;2262330942,320000;4031340689,760000;740867098,010000;136084960,210000;40771781,810000;3103167255,220000;36531502,570000;4667238,060000;105335814,090000;2170247489,530000;830900000,000000;1359209501,750000;14763150,710000;8032754,510000;8032738,990000;8032738,990000;1187
2020;2;14;714;3957252288,140000;3713263786,030000;7670516074,170000;1414791900,230000;249089877,160000;116318545,940000;5804646924,750000;163184587,670000;4947382,350000;166626733,230000;3602793786,880000;1577100000,000000;2078605548,270000;25340572,740000;12455212,810000;12452806,150000;12452806,150000;2253
2020;1;14;714;4848434972,400000;3692918192,020000;8541353164,420000;1292375554,060000;227139145,390000;192125584,670000;6732054283,270000;124415638,140000;12976277,420000;187405826,860000;3484648376,150000;1540700000,000000;2017143360,330000;23185251,440000;14772064,990000;14769845,650000;14769845,650000;2201
2020;2;13;714;31621166699,160000;54754887742,840000;86376054442,000000;12185840016,090000;3533444251,420000;813707300,660000;69309274127,830000;1308300903,310000;310493725,650000;2448438368,460000;53064310253,080000;6795600000,000000;46503430246,110000;780773160,850000;421566494,820000;421555580,070000;0,000000;9708
2020;1;13;714;49627465301,780000;65821704475,060000;115449169776,840000;11761172187,770000;3499223857,530000;917742896,610000;97779936993,810000;1214074065,780000;437059487,280000;3339184145,590000;62847251413,000000;6860000000,000000;56263343949,000000;1014237309,920000;570499699,730000;570463713,020000;0,000000;9800
2020;2;12;714;9118777688,970000;9397826990,750000;18516604679,720000;2419567556,120000;505693558,230000;186739182,740000;15260363815,420000;186622598,650000;66498969,360000;396812557,430000;9006095593,630000;3015600000,000000;6091681229,750000;92285623,560000;37323637,380000;37323637,380000;37323349,780000;4308
2020;1;12;714;23597785108,450000;7349576674,570000;30947361783,020000;2082730239,420000;437259165,710000;143168926,530000;28085596236,180000;131805472,050000;138050482,950000;366010425,890000;6971928655,750000;2753800000,000000;4321913625,940000;51164426,210000;29290509,080000;29290301,290000;29284232,620000;3934
2020;2;11;714;357845325,910000;712627645,770000;1070472971,680000;270062731,620000;45473237,020000;36321544,930000;702141975,670000;30778592,820000;800527,250000;30367599,390000;696493830,840000;317700000,000000;382624543,240000;3657630,550000;2412655,750000;2412558,920000;2412558,920000;622
2020;1;11;714;728068356,140000;742911339,840000;1470979695,980000;258001963,920000;45953319,120000;32502204,400000;1112355947,530000;23487857,200000;1494694,160000;43137028,770000;712851707,700000;316200000,000000;402581311,490000;3907897,140000;2888747,330000;2888014,590000;2888014,590000;621
2020;2;9;714;28816123448,390000;62046785039,500000;90862908487,890000;27126927565,560000;6864767844,600000;1565138875,030000;56589706678,340000;3426283298,270000;97170461,560000;2057681609,130000;59782394585,570000;20819000000,000000;39166851562,620000;418754813,000000;226340642,680000;226134760,290000;226049842,440000;41636
2020;1;9;714;59247020111,620000;71677187358,630000;130924207470,250000;26085933050,520000;7027180565,350000;1946275315,610000;97135622244,380000;2768693505,630000;274604044,860000;2713079309,250000;67871986563,460000;20423100000,000000;47819660279,080000;610213885,050000;320961399,720000;320750384,290000;320508497,100000;40829
2020;2;7;714;2812109441,250000;5633512947,120000;8445622388,370000;1926295224,540000;364028088,100000;151238991,780000;6015545108,080000;156646807,370000;6276922,490000;189619334,110000;5494753403,800000;2671200000,000000;2884552988,300000;22397064,200000;14745607,440000;14741942,090000;14741942,090000;3816
2020;1;7;714;3966894367,770000;6148235102,100000;10115129469,870000;1881516165,160000;361376743,890000;162854787,000000;7706059736,490000;137204348,230000;14893549,500000;212600883,490000;5920716163,670000;2653700000,000000;3349234941,340000;32019917,750000;18705381,990000;18699351,670000;18696018,650000;3791
2020;2;8;714;1286031637,820000;2757810094,950000;4043841732,770000;1145709118,530000;193306561,760000;81064509,550000;2635762966,590000;102403486,680000;2434513,180000;76467138,240000;2701725728,940000;1376200000,000000;1361894394,570000;10006405,150000;6488942,560000;6488942,560000;6488942,560000;1966
2020;1;8;714;2114110339,730000;2831714663,270000;4945825003,000000;1068170257,220000;191636271,590000;99503880,590000;3602960234,910000;81476579,440000;5824424,230000;87889626,610000;2745069462,730000;1318800000,000000;1466308892,140000;12674353,100000;7834680,550000;7834453,870000;7834453,870000;1884
2020;2;6;714;918886092,910000;2445121277,070000;3364007369,980000;970020805,110000;248320533,230000;40732896,370000;2205782831,090000;56357562,180000;2662922,560000;88450352,670000;2379446968,680000;1131200000,000000;1261433828,980000;12121666,990000;7765365,590000;7765365,590000;7765365,590000;1616
2020;1;6;714;1473638193,000000;2308128344,800000;3781766537,800000;802329984,680000;203499630,430000;56291069,640000;2786144352,500000;40340412,870000;4535646,190000;92125071,920000;2194682818,570000;947100000,000000;1264023032,610000;15954778,560000;7909834,040000;7909833,720000;7909833,720000;1353
2020;2;5;714;4704543210,730000;5100816121,990000;9805359332,720000;2062582419,910000;417882792,090000;192079035,810000;7140917764,360000;114984636,020000;11990891,590000;282804585,030000;4879457281,530000;2244200000,000000;2765456730,730000;26681643,760000;15134766,500000;15117125,880000;15117125,880000;3206
2020;1;5;714;7604452637,850000;5621389209,580000;13225841847,430000;2008042194,270000;430556320,050000;342541415,040000;10434490745,050000;117794149,550000;28686084,180000;294287259,340000;5294165087,230000;2364600000,000000;3101935998,630000;32557604,190000;17304624,110000;17286847,830000;17286847,830000;3378
2020;2;4;714;4573169223,430000;7488301977,190000;12061471200,620000;3464528625,920000;745749268,110000;183611522,730000;7715682679,800000;335920356,720000;12048747,350000;349679268,100000;7155811536,460000;2788800000,000000;4409852938,810000;67021131,190000;29955507,550000;29914162,330000;29914141,110000;3984
2020;1;4;714;12687852580,800000;8835292902,560000;21523145483,360000;3862205870,060000;877907651,710000;306460033,360000;16561342933,010000;335072210,980000;46111553,030000;411952882,920000;8176334699,800000;3150000000,000000;5104766197,470000;78195856,510000;38226808,750000;38165704,370000;38162911,640000;4500
2020;2;3;714;1592795908,020000;3013261527,970000;4606057435,990000;1063574459,100000;261126928,400000;103284128,960000;3209664863,220000;75302582,880000;4162573,790000;150068828,040000;2905428982,970000;1372700000,000000;1565328525,940000;15773041,150000;9060194,930000;9058992,120000;8969288,260000;1961
2020;1;3;714;1756972447,150000;2763585874,120000;4520558321,270000;872234228,400000;210418791,140000;97874233,590000;3298193466,410000;58328429,140000;7031185,610000;186896778,120000;2642588869,610000;1186500000,000000;1495843366,480000;16557030,450000;10562456,480000;10562239,150000;10558629,470000;1695
2020;2;2;714;4141233713,060000;8012590524,460000;12153824237,520000;3195713001,320000;853300884,420000;194143053,470000;8159502455,990000;314722194,120000;10376439,930000;279367092,690000;7807948016,370000;3093600000,000000;4736814219,480000;34320190,490000;24001154,340000;24001149,480000;23999502,830000;7734
2020;1;2;714;5765588947,900000;7680730450,520000;13446319398,420000;2785367295,230000;726756150,380000;199668001,590000;9958156700,140000;218974867,010000;21105879,700000;263046654,750000;7325101846,340000;2831800000,000000;4523272806,640000;33562918,420000;24399479,250000;24395961,440000;24395811,030000;7078
2020;2;1;714;9354642160,430000;13611041988,510000;22965684148,940000;5688043506,640000;1461834141,210000;1121614123,350000;15042806761,900000;523772887,330000;21858960,120000;567587909,600000;12993358079,700000;6742400000,000000;6587984437,890000;65409126,060000;38682279,580000;38663969,400000;38663969,400000;9632
2020;1;1;714;14043443092,210000;15086818102,310000;29130261194,520000;5381606556,360000;1370239126,010000;1207016400,390000;21287801461,720000;519824900,020000;55662591,580000;678349284,450000;14078355940,970000;6555500000,000000;7933850845,290000;98998560,950000;54790849,970000;54677796,120000;54677796,120000;9365
2019;1;1;714;12411409508,630000;14173691135,430000;26585100644,060000;5177414091,680000;1279864435,290000;1247747068,670000;19001875055,960000;486914532,440000;47825107,510000;623324787,800000;13212656256,280000;6440700000,000000;7194323281,420000;83475936,980000;49840743,940000;49773474,080000;49773474,080000;9201
2019;2;1;714;8635051515,060000;13403797098,490000;22038848613,550000;5526495265,570000;1397021744,620000;1144814006,620000;14279764667,960000;519235100,400000;19918825,620000;548620747,380000;12795783446,620000;6664700000,000000;6479331847,630000;66021177,200000;38813655,890000;38792200,130000;38792200,130000;9521
2019;1;2;714;5359412075,700000;7324006416,400000;12683418492,100000;2683312015,740000;694691100,220000;201047189,190000;9319551687,910000;223410281,810000;20067481,370000;236029836,080000;6981388961,400000;2671000000,000000;4340292844,430000;31897258,420000;23951878,350000;23945196,700000;23944649,250000;6676
2019;2;2;714;3927582110,260000;7698127098,630000;11625709208,890000;3088721999,810000;815927965,210000;200295080,440000;7751457948,770000;315008800,250000;9376337,560000;260849042,060000;7488536581,000000;2914800000,000000;4599116557,680000;33629868,930000;23920045,390000;23920025,550000;23919350,600000;7287
2019;1;3;714;1649427664,370000;2711370602,290000;4360798266,660000;872803767,760000;208110082,970000;91778921,630000;3210562578,310000;58062212,520000;7514156,090000;120076630,350000;2597068042,780000;1192800000,000000;1445130434,560000;14929317,270000;10068578,820000;10068201,910000;10066081,140000;1704
2019;2;3;714;1605556978,550000;3010970690,650000;4616527669,200000;1038714154,040000;256295864,850000;107915477,920000;3231921179,150000;81681298,840000;3932097,210000;152363462,040000;2913440565,320000;1365000000,000000;1584051285,050000;16033238,150000;9642191,520000;9641363,340000;9536493,290000;1950
2019;1;4;714;6358072593,800000;8513350793,900000;14871423387,700000;3647248511,400000;809925055,770000;323191667,120000;10117552250,320000;323275568,030000;41109868,230000;419045522,600000;7951139213,060000;3027500000,000000;4992542134,740000;76752950,640000;40327347,570000;40282943,160000;40281602,780000;4325
2019;2;4;714;4293388458,810000;7182650648,100000;11476039106,910000;3257580501,570000;706687566,240000;189719024,380000;7366260078,310000;323560444,190000;11749753,900000;327169304,560000;6863268092,960000;2661400000,000000;4241221348,460000;64923628,270000;34294254,460000;34245123,680000;34244259,500000;3802
2019;1;5;714;7357413992,430000;5553881330,950000;12911295323,380000;1966507181,280000;421574543,550000;372154165,150000;10145258607,360000;112447341,230000;27813035,010000;287114993,350000;5211160761,780000;2340100000,000000;3053691869,960000;32436485,650000;18824382,870000;18809187,590000;18809187,590000;3343
2019;2;5;714;4583882640,050000;4922363700,880000;9506246340,930000;1993378436,460000;401657325,400000;193946817,370000;6972693988,320000;105919740,170000;11668516,760000;228638841,850000;4705560591,890000;2193800000,000000;2647625307,980000;25229374,740000;15313308,020000;15311189,150000;15311189,150000;3134
2019;1;6;714;1408085733,920000;2183712071,690000;3591797805,610000;783018143,920000;199061275,040000;66900170,370000;2612293920,990000;45020503,840000;4338263,150000;80226803,340000;2089569646,890000;940800000,000000;1164264078,400000;12827675,210000;7928180,630000;7928180,630000;7928180,630000;1344
2019;2;6;714;914828471,330000;2500234703,020000;3415063174,350000;969738591,650000;249912035,860000;47000935,440000;2266668018,530000;56308380,660000;2658280,040000;72688968,030000;2440905454,080000;1136100000,000000;1317647951,290000;12773003,310000;9357015,290000;9357015,290000;9357015,290000;1623
2019;1;8;714;2083377535,020000;2822059894,420000;4905437429,440000;1057864385,330000;189822623,950000;93582010,690000;3570217226,800000;88246398,360000;5385895,930000;90141512,330000;2738295474,390000;1323000000,000000;1459612304,610000;12500791,320000;7970042,830000;7970042,830000;7970042,830000;1890
2019;2;8;714;1232870250,720000;2758476348,600000;3991346599,320000;1120376548,990000;194506039,030000;78036266,150000;2603388489,940000;104593794,230000;2780490,300000;82171009,710000;2696608101,660000;1360800000,000000;1374736159,390000;10334427,020000;6891633,480000;6891633,480000;6891633,480000;1944
2019;1;7;714;3797753437,150000;5975217718,700000;9772971155,850000;1846240860,640000;350980140,540000;164394577,810000;7382642957,580000;138481241,030000;13277638,760000;227933880,030000;5732154506,740000;2624300000,000000;3196497491,620000;29013783,560000;19142757,490000;19131653,930000;19128130,760000;3749
2019;2;7;714;2712019691,590000;5628302723,650000;8340322415,240000;1902304442,410000;357181526,600000;144278496,470000;5929221698,980000;162053679,850000;5544857,180000;196919240,350000;5455451091,990000;2649500000,000000;2870564561,240000;22668876,590000;15434185,880000;15430243,800000;15430243,800000;3785
2019;1;9;714;53864611850,980000;70242425237,260000;124107037088,240000;24975868305,810000;6622454628,570000;1956308937,150000;91590390454,550000;2753285842,970000;277912008,660000;2553271539,100000;66430319908,310000;19859400000,000000;46935704156,290000;606263062,750000;330669660,960000;330445148,990000;330198220,490000;39708
2019;2;9;714;27295077989,660000;59724009457,390000;87019087447,050000;25750581890,790000;6457884576,270000;1578325239,260000;54421474682,680000;3346069389,150000;83920533,860000;1838715711,310000;57612760044,550000;20085400000,000000;37742643120,480000;404395975,460000;224832083,310000;224609830,930000;224547117,620000;40168
2019;1;11;714;588785066,140000;684510352,500000;1273295418,640000;253351409,960000;44641918,130000;32465018,920000;934104104,080000;22957855,850000;1436352,870000;28980676,960000;657845692,450000;309500000,000000;356205372,090000;3047459,110000;2696250,260000;2695961,720000;2695961,720000;607
2019;2;11;714;306963145,510000;721186519,580000;1028149665,090000;280200982,710000;45054776,980000;37549937,740000;655670718,050000;29616473,070000;866708,340000;24244845,180000;703635030,880000;324900000,000000;383922473,050000;3678455,320000;2580772,230000;2580772,230000;2580772,230000;636
2019;1;12;714;24056677865,250000;7135316360,990000;31191994226,240000;1963443721,960000;417853249,850000;149357759,350000;28462083557,840000;132254636,600000;113198064,150000;371656486,340000;6754679503,340000;2671200000,000000;4192051036,970000;50629466,970000;39823865,310000;39821330,670000;39815769,050000;3816
2019;2;12;714;7404101199,920000;9298619293,720000;16702720493,640000;2294089207,150000;481085847,030000;184892275,780000;13611643979,340000;178130087,540000;42305476,320000;391659467,510000;8978785630,030000;2941400000,000000;6140723879,790000;95741926,570000;51321191,160000;51321191,160000;51320861,920000;4202
2019;1;13;714;45514833117,490000;63864363620,930000;109379196738,420000;11197238604,350000;3345824900,660000;870749315,760000;92433056344,750000;1190876427,210000;423837359,520000;3263438686,830000;60899093904,310000;6711600000,000000;54460488699,270000;978951523,600000;561067940,540000;561040488,290000;0,000000;9588
2019;2;13;714;30058154924,600000;54510409181,730000;84568564106,330000;11850586570,750000;3406091286,310000;791602271,450000;67988078610,490000;1328167097,930000;249896458,940000;2360233096,770000;52640553676,090000;6651400000,000000;46217100429,960000;782750745,150000;428888723,480000;428883266,250000;0,000000;9502
2019;1;14;714;4689129732,650000;3478304599,770000;8167434332,420000;1263578639,950000;218292165,740000;177580745,670000;6421260126,200000;126589001,630000;12974360,230000;165451458,740000;3287020198,180000;1510600000,000000;1849679606,080000;19897572,250000;13285727,840000;13285716,230000;13285716,230000;2158
2019;2;14;714;3688100345,460000;3575984136,510000;7264084481,970000;1385888015,070000;240066029,610000;111662581,020000;5443688838,660000;167087728,070000;5536922,080000;150220397,070000;3462767326,340000;1540700000,000000;1978809572,950000;23862157,270000;12132789,620000;12130027,600000;12130027,600000;2201
2019;1;17;714;1728232344,720000;2265585971,320000;3993818316,040000;758069584,380000;131908015,630000;39083033,070000;3063507982,260000;39795341,410000;4499983,940000;88862390,980000;2179695807,520000;837900000,000000;1364570948,040000;14747567,220000;9586468,760000;9586468,760000;2396615,810000;1197
2019;2;17;714;1134517790,430000;2216256232,660000;3350774023,090000;775085247,840000;140790131,200000;32473189,030000;2415759185,880000;44269504,950000;2193020,260000;80993875,130000;2162643148,280000;891100000,000000;1286508563,290000;12611814,910000;7579252,030000;7579252,030000;1894811,450000;1273
2019;1;10;714;19208257924,520000;19096255245,830000;38304513170,350000;6607562791,780000;1341755900,820000;527369388,470000;29742464539,350000;557607658,550000;72346568,620000;797162223,580000;18152345354,530000;6964900000,000000;11412560117,780000;145814757,980000;83968232,480000;83840320,850000;83840320,850000;11479
2019;2;10;714;13021751321,140000;18608468156,440000;31630219477,580000;7042912845,860000;1432096306,510000;500914318,380000;22778498093,450000;682804727,110000;39309368,260000;585780124,520000;17997319114,450000;7160100000,000000;10978329205,460000;134503774,950000;69639370,330000;69574094,830000;69574094,830000;11812
2019;1;77;714;1883366544,040000;9340021917,390000;11223388461,430000;7310813634,090000;60776556,640000;86961345,480000;3608997090,190000;24892126,350000;22337011,470000;169387253,850000;8274837910,240000;3599500000,000000;4742172748,670000;45068955,430000;43777460,940000;42095764,950000;33478028,420000;5149
2019;2;77;714;641314973,800000;5941909241,610000;6583224215,410000;4482339911,810000;46165552,970000;54663447,150000;1917080143,460000;25341148,690000;13415989,910000;90383574,390000;5509182367,020000;2452400000,000000;3104700942,430000;32032801,540000;30979242,640000;29737441,890000;19934284,340000;3510
2018;1;1;714;11833718022,740000;13381631615,860000;25215349638,600000;5034266522,280000;1221287106,940000;1261908437,210000;17791169568,550000;465765086,840000;45964119,180000;NULL;12403109991,180000;6317500000,000000;6509977328,460000;71961812,600000;45884795,270000;45765663,730000;45765663,730000;9025
2018;2;1;714;8453700048,700000;12791810530,040000;21245510578,740000;5330434461,230000;1344924311,180000;1187350719,360000;13668329787,370000;481473971,660000;18738074,740000;NULL;12176252644,870000;6548500000,000000;5990740104,070000;59659109,220000;36166254,730000;36095838,130000;36095838,130000;9355
2018;1;2;714;5145351555,320000;6978009558,260000;12123361113,580000;2646162810,570000;696314923,000000;207069559,890000;8801568316,680000;211554789,090000;19287427,290000;NULL;6634882947,560000;2613800000,000000;4048386207,550000;29074863,570000;21729423,110000;21729420,830000;21728937,690000;6533
2018;2;2;714;3852645291,850000;7374368334,680000;11227013626,530000;3095989730,460000;827840938,300000;202535504,930000;7359038310,560000;297293840,950000;9724259,650000;NULL;7160725602,750000;2845100000,000000;4340827018,930000;31461159,020000;22366173,500000;22366164,680000;22365990,330000;7112
2018;1;3;714;1653947878,980000;2619172230,440000;4273120109,420000;849350812,650000;201891948,580000;92210139,410000;3153357934,120000;56596024,120000;6856821,010000;NULL;2493591851,760000;1172500000,000000;1368051934,830000;14047915,730000;8977235,240000;8977208,130000;8975101,900000;1675
2018;2;3;714;1564815302,350000;2854275936,710000;4419091239,060000;1000465450,400000;249611057,030000;103124338,160000;3104860604,590000;80417311,250000;3816584,970000;NULL;2745455672,090000;1330000000,000000;1449567411,050000;14245462,270000;9020924,600000;9020334,390000;8941078,400000;1900
2018;1;4;714;5656126851,030000;8100167128,450000;13756293979,480000;3467224116,120000;758114155,120000;315186020,070000;9245105324,680000;300599696,540000;41807310,200000;NULL;7546151508,820000;2937200000,000000;4671913791,830000;70669460,440000;38904519,900000;38857722,650000;38853179,150000;4196
2018;2;4;714;3774195375,330000;6598022270,070000;10372217645,400000;3072633172,510000;661663723,070000;171694391,780000;6531897032,050000;286141809,600000;9824647,890000;NULL;6308740855,400000;2542400000,000000;3802704652,820000;54975799,340000;29119496,720000;29086536,950000;29085724,050000;3632
2018;1;5;714;7166544082,100000;5244541590,260000;12411085672,360000;1896260163,290000;410354727,860000;428068262,010000;9688285257,960000;105575864,210000;25624665,160000;NULL;4932010187,150000;2251900000,000000;2858891100,830000;30109821,420000;17740172,360000;17725686,240000;17725686,240000;3217
2018;2;5;714;4422007371,290000;4638206498,760000;9060213870,050000;1911268891,450000;389879607,640000;223131919,120000;6573452447,980000;98913069,000000;10917962,530000;NULL;4434176517,510000;2106300000,000000;2447592599,710000;22802462,790000;14399269,900000;14396829,170000;14396829,170000;3009
2018;1;6;714;1309016704,790000;2166985072,940000;3476001777,730000;795175529,860000;200230628,830000;64656405,820000;2477682260,250000;42369639,050000;4086913,690000;NULL;2064236210,040000;938700000,000000;1140817626,440000;12438512,710000;9522495,540000;9520759,250000;9520759,250000;1341
2018;2;6;714;937050068,860000;2510012721,740000;3447062790,600000;988042699,050000;255190217,160000;50762078,500000;2276740368,100000;55416850,270000;2369209,140000;NULL;2448102598,250000;1143100000,000000;1317540595,810000;12717011,760000;9011959,270000;9011959,270000;9011959,270000;1633
2018;1;8;714;1974956322,680000;2758320258,640000;4733276581,320000;1022521254,070000;185030320,150000;105282047,780000;3417662506,770000;86455871,060000;5140600,430000;NULL;2674470811,990000;1316700000,000000;1396217263,380000;11855822,930000;7483354,700000;7483354,700000;7482546,100000;1881
2018;2;8;714;1218183671,870000;2682851273,130000;3901034945,000000;1097615177,930000;194992486,920000;88603431,470000;2534702955,920000;103690479,210000;2937633,470000;NULL;2623265129,720000;1348900000,000000;1308310702,560000;9730636,600000;6429011,120000;6429011,120000;6429011,120000;1927
2018;1;7;714;3702932318,680000;5608139743,440000;9311072062,120000;1807659688,930000;342404467,350000;182746726,330000;6976551168,930000;136135196,740000;13201118,310000;NULL;5383524393,540000;2614500000,000000;2867151762,700000;23928052,040000;16512319,570000;16501362,010000;16501362,010000;3735
2018;2;7;714;2713556002,660000;5257541022,070000;7971097024,730000;1865832841,780000;353673870,100000;157656642,080000;5612573890,520000;157577038,220000;7557144,370000;NULL;5121182254,370000;2621500000,000000;2559922859,270000;18265352,570000;13364085,020000;13363963,440000;13363963,440000;3745
2018;1;9;714;51733913551,160000;66489904162,350000;118223817713,510000;23709701004,770000;6297275533,330000;1928369031,540000;87286772881,060000;2572905301,030000;289404655,610000;NULL;62682193006,790000;19313200000,000000;43707661663,340000;557901728,200000;305119168,670000;304901982,710000;304780734,180000;38620
2018;2;9;714;26079003863,890000;56038063846,980000;82117067710,870000;24401810970,230000;6132917689,180000;1619138037,850000;51220787692,690000;3050174414,310000;84509011,590000;NULL;54028482186,980000;19389500000,000000;34835711987,140000;365377647,960000;208268578,640000;208116687,300000;208064456,640000;38777
2018;1;11;714;579293312,620000;677158560,010000;1256451872,630000;253440800,180000;44019675,540000;31669661,720000;923870175,910000;21869332,640000;1566219,160000;NULL;648000888,190000;307600000,000000;345547471,520000;2960129,180000;2609493,580000;2609292,150000;2609292,150000;603
2018;2;11;714;289899776,040000;716818400,870000;1006718176,910000;282336255,010000;44880931,730000;40201207,520000;634928497,890000;24650673,730000;920117,060000;NULL;697195081,950000;318000000,000000;382839546,910000;3672120,560000;2645558,560000;2645558,560000;2645558,560000;623
2018;1;12;714;20662011086,390000;6989198141,030000;27651209227,420000;1902400298,210000;402175097,040000;155268640,290000;25047039872,990000;117056378,280000;88849165,690000;NULL;6635256617,860000;2634100000,000000;4111336047,400000;63860893,850000;35685107,880000;35685095,550000;35682803,240000;3763
2018;2;12;714;6589041536,880000;8478886127,450000;15067927664,330000;2203546085,230000;473730136,560000;187179164,840000;12158786742,090000;156997394,000000;18999146,580000;NULL;8219662547,050000;2863700000,000000;5453551073,910000;100992686,690000;46760551,760000;46760551,760000;46760246,090000;4091
2018;1;13;714;40367938375,300000;57673879832,990000;98041818208,290000;10662784236,920000;3123656305,960000;837246088,780000;82130318797,830000;1103702586,370000;405682044,240000;NULL;54864514731,630000;6523300000,000000;48620737826,160000;853591956,800000;516194146,360000;516176999,250000;0,000000;9319
2018;2;13;714;28893836816,720000;48939220249,930000;77833057066,650000;11179475522,970000;3211681022,820000;809700017,070000;62231471425,750000;1178584139,870000;222962889,300000;NULL;47285577990,000000;6487600000,000000;41025070877,660000;672840572,370000;389305522,590000;389287321,230000;0,000000;9268
2018;1;14;714;4435534548,250000;3275146598,750000;7710681147,000000;1205541273,030000;203314907,700000;168354075,620000;6047385047,690000;117037442,060000;12626086,720000;NULL;3091464036,220000;1477000000,000000;1686872318,240000;17709914,330000;11593989,370000;11593942,770000;11593942,770000;2110
2018;2;14;714;3608192657,540000;3346780154,050000;6954972811,590000;1322531706,070000;225245525,730000;117289206,200000;5242311616,180000;147131279,260000;5068650,770000;NULL;3242381327,340000;1500100000,000000;1794940468,290000;21206424,720000;10627291,710000;10623328,660000;10623328,660000;2143
2018;1;17;714;1526145165,340000;2144370404,460000;3670515569,800000;726175874,880000;123578956,720000;41584799,340000;2776562126,690000;37419224,460000;4559408,590000;NULL;2063386199,030000;786800000,000000;1294817424,550000;14483628,830000;8496443,590000;8496439,120000;2124108,490000;1124
2018;2;17;714;1093734519,290000;2116517486,560000;3210252005,850000;751057906,620000;133709262,410000;36166664,940000;2299546920,310000;44079305,590000;2081740,000000;NULL;2069027018,780000;859600000,000000;1223665359,940000;12066891,410000;7055954,390000;7055943,230000;1763984,450000;1228
2018;1;10;714;18713342781,150000;17992616790,930000;36705959572,080000;6426156256,080000;1273754065,150000;540684372,550000;28362497467,970000;522715964,870000;69709526,020000;NULL;17089106350,140000;6767900000,000000;10521813981,070000;130278083,030000;76630172,020000;76479119,540000;76479119,540000;11157
2018;2;10;714;13153923386,790000;17666789613,990000;30820713000,780000;6895447234,860000;1385923441,980000;484928578,040000;22212269149,120000;615829316,160000;37840461,360000;NULL;17063619387,470000;6999800000,000000;10194821131,490000;120382358,000000;65671363,120000;65599488,330000;65599488,330000;11545
2018;1;77;714;1210822091,860000;8066962106,090000;9277784197,950000;6305581105,430000;68256990,180000;76862663,470000;2706724576,820000;31383118,330000;16946313,750000;NULL;7256160094,560000;3249600000,000000;4065192555,570000;35682161,640000;34541946,230000;33131205,720000;30147354,400000;4650
2018;2;77;714;1415996473,720000;5060847779,430000;6476844253,150000;3905097221,260000;48383165,930000;50038590,150000;2379550334,870000;25827375,210000;13717930,850000;NULL;4740175885,560000;2165200000,000000;2611306427,830000;24353828,970000;23239885,030000;22231491,740000;18329252,600000;3100
2017;2;77;714;950068843,280000;4366132079,770000;5316200923,050000;3282038928,220000;53278297,140000;43133333,760000;1854499890,930000;23793835,920000;13857391,760000;98877542,460000;4118422600,410000;1885400000,000000;2260394251,500000;20863121,250000;20000551,270000;18833588,770000;16372776,490000;2699
2017;1;77;714;1203736179,960000;6914880567,920000;8118616747,880000;5259689177,750000;94712663,540000;59248620,660000;2605358897,890000;26769709,790000;19106552,780000;148443789,020000;6313931649,560000;2812800000,000000;3552833017,030000;31690155,950000;30641150,010000;29030781,870000;26552795,020000;4024
2017;2;17;714;1027014591,160000;2180101370,440000;3207115961,600000;723488161,500000;129656566,450000;35269968,330000;2300085280,530000;44997579,130000;1994495,370000;101280476,740000;2123917436,110000;842800000,000000;1293212878,350000;13773023,400000;7329424,570000;7329386,630000;3664690,550000;1204
2017;1;17;714;1436129297,730000;2116224831,920000;3552354129,640000;688221555,970000;118322889,930000;38248506,620000;2696560509,720000;37877762,790000;4068357,040000;87377437,500000;2037981600,880000;774900000,000000;1279892780,130000;14231070,740000;7881162,910000;7881079,530000;3940537,290000;1107
2017;2;14;714;3334020150,340000;3415184140,180000;6749204290,520000;1292648246,220000;214631087,350000;108211056,150000;5074739749,240000;148987205,110000;4315373,980000;120302659,830000;3309111498,860000;1476300000,000000;1882281851,960000;23751585,690000;10552419,560000;10551625,930000;10551625,930000;2109
2017;1;14;714;4184525618,740000;3346573001,210000;7531098619,950000;1200697010,930000;200954715,310000;168286230,860000;5875190815,720000;129374988,250000;10157004,050000;147392570,150000;3155928952,750000;1465100000,000000;1756956475,360000;19285707,640000;11878628,450000;11878390,280000;11878390,280000;2093
