EJER;CCAA;SECTOR;TIPOPER;MODELO;M390_1;M390_2;M390_3;M390_4;M390_5;M390_6;M390_7;M390_8;M390_9;M390_10;M390_11;M390_12;M390_13;M390_14;M390_15;M390_16;M390_17;M390_18;M390_19;M390_20;M390_21;M390_22;M390_23;M390_24;M390_25;M390_26;M390_27;M390_28;M390_29;M390_30;M390_31;M390_32;M390_33;M390_34;M390_35;M390_36;M390_37;M390_38;M390_39
2023;12;8;0;390;958962609,970000;176332103,530000;176343850,770000;34899960,310000;4553484,730000;39321,300000;537939,430000;246692,620000;43479,790000;39987053,670000;136356797,100000;16816,820000;1038203880,780000;943731707,150000;22255793,540000;14775310,280000;13282895,400000;15627724,560000;755974970,580000;1006964435,960000;950301252,720000;186922314,910000;820825641,670000;21923046,610000;33781603,050000;136385540,920000;0,000000;136452802,240000;134682465,410000;134749726,730000;137915105,400000;7358,030000;1269256,210000;1957672,510000;67264,610000;0,000000;0,000000;25854;0
2023;12;8;1;390;5770564813,940000;1138725605,680000;1138750736,060000;476870566,560000;36431726,800000;6730612,630000;31005180,580000;14012729,260000;983599,740000;557992323,930000;580758412,130000;0,000000;7093952281,850000;5412481375,730000;355567035,770000;240984254,460000;570936002,570000;206430608,160000;2902259757,180000;6757641032,620000;5417937669,090000;2798877895,890000;3978540472,540000;175041513,780000;398556604,570000;580759137,120000;3166862,590000;587732952,980000;568399181,320000;572206134,590000;621511735,950000;32531400,020000;15265617,280000;12807196,770000;6973817,020000;24546172,050000;17055892,860000;11536;103
2023;12;9;0;390;74587333,360000;13319516,490000;13319848,150000;3731157,740000;736404,390000;13411,530000;47752,700000;35892,740000;2012,360000;4474575,690000;8845272,460000;26534,490000;109516171,940000;73389845,330000;846207,630000;654450,030000;29116425,140000;1364825,070000;51232904,910000;106122742,800000;73407784,750000;22508626,090000;83112820,460000;4035814,820000;1135381,200000;8871769,150000;0,000000;8897437,240000;8568806,600000;8594474,690000;9213137,920000;0,000000;229060,090000;414973,740000;25669,470000;0,000000;0,000000;4222;0
2023;12;9;1;390;759783731,080000;81320587,790000;81322155,900000;55932760,030000;4696707,130000;11606,190000;948958,880000;474850,940000;6077,350000;61670049,170000;19652106,730000;0,000000;1222815519,460000;732512074,000000;3038605,000000;22500259,070000;447498303,870000;8591168,500000;412124354,360000;1216790910,890000;723059087,810000;410379144,700000;806412047,030000;14649380,680000;16156841,560000;19653249,660000;0,000000;19753147,810000;17780724,390000;17880622,540000;34324851,070000;446917,230000;11042487,660000;4948324,540000;99899,430000;309745,320000;416342,730000;2232;6
2023;12;10;0;390;1484649050,650000;191741825,090000;191765238,990000;132148147,030000;7823098,520000;70481,530000;761773,000000;745006,350000;17271,850000;139917204,370000;51848034,620000;3000119,160000;1619262380,970000;1470272116,430000;3728054,840000;2522841,440000;6340429,090000;1958373,300000;650508410,550000;1692932168,330000;1469056384,590000;959666452,650000;685878037,380000;41878109,500000;1317000,830000;54849701,690000;0,000000;54984368,030000;47842396,170000;47977062,510000;63742021,000000;0,000000;8296129,630000;7601865,930000;134671,130000;0,000000;0,000000;27334;0
2023;12;10;1;390;3448310534,000000;463935503,160000;463980487,380000;309128598,220000;28610437,770000;811426,900000;4499669,850000;10244537,990000;240455,140000;346920745,540000;117059741,840000;86836,280000;3952763003,280000;3321382057,580000;47341047,610000;24530172,210000;474263585,200000;50233622,570000;1447381971,160000;3945632403,310000;3314579171,250000;1994288777,930000;1949023610,870000;137417869,740000;44612145,810000;117152751,680000;368588,610000;118079987,730000;104795402,760000;105354050,200000;135029022,610000;2173055,280000;18518864,210000;12706229,200000;927238,410000;3892154,300000;728164,470000;10987;32
2023;12;99;0;390;688237,200000;143161,640000;143161,640000;11890,180000;50559,650000;0,000000;0,000000;53,520000;0,000000;62396,670000;80764,970000;0,000000;739508,140000;521281,010000;142401,100000;12314,620000;3451,750000;60059,660000;384145,790000;847456,520000;521281,010000;65693,280000;781763,240000;240760,270000;151884,270000;80764,970000;0,000000;81126,650000;65077,660000;65439,340000;97714,300000;0,000000;14320,350000;18316,220000;361,680000;0,000000;0,000000;108;0
2023;12;99;1;390;97144706,240000;17503691,060000;17504683,820000;22699928,670000;823049,500000;1066,060000;4468441,820000;27395,890000;3965,500000;27350677,970000;-9845994,150000;0,000000;170315989,370000;64303073,050000;157367,980000;311686,310000;24832583,160000;40457,850000;-38856747,700000;101541478,140000;64276493,700000;148661495,570000;-47120017,430000;5047286,650000;-22160001,960000;-9845994,150000;0,000000;-9618400,530000;-10055013,540000;-9827419,920000;3367086,260000;481259,500000;12715768,490000;225058,830000;227593,620000;0,000000;0,000000;315;0
2023;17;1;0;390;50791386,470000;4003062,810000;4009909,800000;3560936,750000;1036005,500000;5,130000;17620,050000;0,000000;178524,800000;4756876,620000;-746966,820000;-50911,210000;59816870,400000;49816120,720000;279700,480000;876915,940000;216622,830000;25539,680000;18288277,130000;61006781,380000;49641972,320000;35172000,530000;25224351,170000;5343784,340000;669523,510000;-797878,030000;0,000000;-797366,360000;-1029471,790000;-1028960,120000;2097942,560000;0,000000;2831606,970000;294935,890000;511,670000;0,000000;0,000000;1003;0
2023;17;1;1;390;222924886,520000;15333792,660000;15344882,320000;18118204,410000;2518972,350000;120461,970000;517858,160000;247300,610000;239079,820000;21320641,150000;-5975758,830000;51636,470000;235970445,620000;215038880,920000;4555026,260000;426080,030000;10342361,350000;11439,000000;76056439,180000;240116012,880000;214625228,470000;145183126,140000;94599813,600000;12253785,480000;-1332589,550000;-5924122,360000;0,000000;-5785355,710000;-6259083,850000;-6120317,200000;4072654,230000;3681915,500000;6273981,620000;375903,480000;138766,650000;0,000000;0,000000;469;0
2023;17;2;0;390;5022999,310000;967504,310000;967505,240000;231656,730000;54778,330000;0,000000;18,220000;0,000000;13466,810000;298043,750000;669461,490000;0,000000;5110277,620000;5080981,000000;0,000000;53213,880000;24218,840000;0,000000;3481007,200000;5222728,430000;5032844,900000;1401239,650000;3821488,780000;212713,100000;49893,990000;669461,490000;0,000000;670139,190000;660576,810000;661254,510000;734838,690000;0,000000;62038,110000;12224,270000;678,630000;0,000000;0,000000;296;0
2023;17;2;1;390;172572992,360000;30683833,730000;30683854,350000;16951691,450000;1987908,870000;601915,120000;293499,740000;54470,100000;0,000000;19699047,310000;10984807,040000;0,000000;181484033,740000;166098551,040000;9797399,450000;3017468,140000;954023,500000;0,000000;69561692,260000;189987883,410000;166072675,010000;97835275,270000;92152608,140000;9572149,960000;8133836,910000;10984807,040000;591274,500000;11593746,770000;11252040,770000;11269706,000000;16489153,530000;3638133,050000;785907,170000;813238,430000;608939,730000;0,000000;0,000000;324;0
2023;17;3;0;390;58300469,720000;10689970,950000;10740176,620000;5562888,750000;394168,080000;37281,790000;249220,820000;8889,040000;68280,980000;6287629,270000;4452547,350000;113168,340000;61076186,650000;56498710,520000;701557,640000;471785,520000;157316,540000;143853,280000;26149241,040000;63851069,010000;56465998,120000;35217267,380000;27708465,150000;1969643,310000;-256342,530000;4565715,690000;0,000000;4607934,410000;4438022,240000;4480240,960000;4908148,350000;0,000000;254147,810000;215954,620000;42223,240000;0,000000;0,000000;631;0
2023;17;3;1;390;4130690277,960000;719753427,170000;722359818,590000;525705655,720000;24889109,940000;45637610,630000;89876807,620000;11254705,290000;16409513,570000;705282005,670000;17077812,920000;0,000000;5418112821,340000;3608324365,430000;1008636891,900000;637156643,400000;70213897,840000;49263303,010000;532297725,960000;5578534306,290000;3593965435,440000;4018889979,300000;1559645317,180000;134042720,140000;866466087,690000;17079924,910000;34703344,860000;63708593,070000;44876357,130000;56801680,430000;165627609,390000;112556127,810000;9117725,980000;3760738,170000;46629446,550000;5606089,480000;924298,840000;1401;9
2023;17;4;0;390;157496052,800000;31573409,580000;31574102,400000;11757821,530000;1427774,090000;731,050000;82665,690000;1580,440000;37,820000;13089420,220000;18484682,180000;0,000000;164256265,850000;153554286,080000;174500,020000;137070,520000;435702,310000;781949,450000;94548238,550000;157886986,050000;152608628,000000;57230196,240000;100644872,340000;6042327,580000;-107302,400000;18483392,730000;0,000000;18487635,410000;18096094,040000;18100336,720000;18835574,090000;0,000000;372304,590000;367345,310000;4242,680000;0,000000;0,000000;5872;0
2023;17;4;1;390;1011194713,110000;182250387,200000;182257072,590000;132432676,130000;6473090,340000;1364056,580000;1008255,330000;573355,070000;3930,230000;138559555,760000;43697516,830000;0,000000;1091524097,220000;803340690,760000;11080781,630000;9207276,760000;7077233,490000;11182971,380000;304305100,930000;1042861554,640000;799313493,750000;698229327,900000;344627548,390000;29886139,220000;8901038,500000;43698374,770000;0,000000;45047291,960000;39124994,310000;40473911,500000;58797298,120000;8722093,860000;6600360,090000;4398982,070000;1348917,190000;49720,650000;840,810000;3305;2
2023;17;5;0;390;167007293,390000;28394950,770000;28511708,620000;17101125,840000;1028786,880000;161172,060000;389019,790000;73889,430000;186148,990000;18776250,820000;9735457,800000;1167492,460000;247212115,900000;160666257,200000;1922409,490000;1809088,500000;3001422,200000;292451,030000;66537244,660000;223117585,200000;160184948,970000;127962152,350000;75896384,380000;6978273,960000;410572,640000;10902950,260000;0,000000;11087326,100000;10358286,160000;10542662,000000;11834564,750000;0,000000;771094,000000;611059,240000;184416,340000;0,000000;0,000000;2482;0
2023;17;5;1;390;4609816504,630000;687929574,300000;690494675,810000;515420161,730000;16351302,420000;44412622,210000;48259527,620000;11491837,170000;9866426,660000;625199947,470000;65294728,340000;3544,880000;4987894638,900000;4166321677,670000;378226109,610000;234162087,980000;15163463,360000;39663378,500000;1112368199,800000;5112447888,420000;4157150820,550000;4013865979,500000;1102330523,620000;74076877,480000;45617165,240000;65355425,970000;36937705,040000;107277713,560000;96335246,690000;101319838,060000;156838997,850000;49440887,700000;10022220,700000;7638760,690000;41923460,480000;7120090,390000;523153,340000;2227;8
2023;17;6;0;390;3944214,400000;788528,530000;788536,590000;206642,910000;18246,590000;175,580000;4635,510000;5300,850000;0,000000;233986,790000;554549,800000;0,000000;5274180,010000;3891824,750000;249018,650000;381189,140000;37229,520000;458253,070000;2764499,780000;4576094,820000;3876948,710000;1105508,240000;3470586,580000;76487,030000;603540,790000;554549,800000;0,000000;555316,500000;531902,790000;532669,490000;569178,210000;0,000000;9672,280000;27604,460000;767,430000;0,000000;0,000000;181;0
2023;17;6;1;390;183187735,360000;38217654,650000;38217934,850000;14731660,640000;1487831,610000;54709,470000;1205864,520000;1676995,950000;0,000000;18887727,080000;19330207,770000;0,000000;204192516,680000;173250410,320000;6468077,960000;1580854,560000;704017,190000;7976227,460000;92682633,970000;185577589,990000;173264855,100000;82927958,780000;102649631,210000;9243740,930000;1994076,970000;19330207,770000;0,000000;19395779,480000;19209577,980000;19275149,690000;19861122,700000;0,000000;483323,360000;190220,140000;65571,710000;30691,070000;8686,660000;179;1
2023;17;7;0;390;6007939,890000;1206271,050000;1206271,050000;198837,940000;66569,510000;0,000000;35,490000;2210,350000;0,000000;263415,820000;942855,230000;0,000000;7097373,270000;5756257,240000;52199,110000;10115,540000;928828,390000;349947,990000;4692886,560000;6997794,050000;5756257,240000;1092070,770000;5905723,280000;342081,700000;61419,510000;942855,230000;0,000000;943007,720000;939438,550000;939591,040000;951149,560000;0,000000;5139,570000;6495,750000;152,490000;0,000000;0,000000;177;0
2023;17;7;1;390;9738491,420000;1994386,980000;1994386,980000;677625,550000;50618,570000;0,000000;9719,820000;0,000000;0,000000;732487,980000;1261899,000000;0,000000;11694539,190000;8911772,690000;7621,580000;108786,930000;2293247,170000;60000,000000;6165994,500000;12088249,280000;8883929,720000;3565183,110000;8523066,170000;214841,850000;70070,810000;1261899,000000;0,000000;1261899,000000;1220015,220000;1220015,220000;985507,700000;0,000000;24432,500000;68924,250000;0,000000;327929,020000;0,000000;88;1
2023;17;8;0;390;124553562,410000;25566983,330000;25567398,660000;5187564,940000;697275,410000;3389,810000;59272,010000;19045,670000;9486,300000;5925148,710000;19642249,950000;2583,430000;130790683,620000;123147248,430000;1075268,180000;1168166,240000;1412593,100000;1199597,490000;94173271,950000;127734944,920000;123192267,230000;28154959,820000;99749854,030000;3368412,590000;1928764,050000;19643926,740000;0,000000;19649199,640000;19480972,240000;19486245,140000;19953429,820000;172,880000;259061,310000;213279,230000;5284,420000;0,000000;0,000000;2766;0
2023;17;8;1;390;659753913,100000;122948716,610000;123071961,240000;72373308,610000;3841454,910000;7178501,720000;3623422,700000;8551185,270000;1350722,750000;92498945,750000;30573015,490000;0,000000;825253480,360000;583160345,730000;144112397,210000;70784438,010000;6422860,220000;3623311,830000;235939733,290000;831627870,110000;581894760,260000;503941103,790000;328170921,710000;18989810,600000;129861122,240000;30588597,880000;7109337,860000;37725209,150000;36541195,830000;36568469,240000;48679842,170000;69089,430000;921480,370000;1326537,020000;7136611,270000;8425112,490000;18246623,990000;1336;14
2023;17;9;0;390;6886234,850000;1346506,380000;1346530,230000;377388,470000;81356,230000;481,070000;4074,060000;1266,980000;99,410000;428741,930000;917788,300000;12252,680000;10095240,470000;6769052,630000;32670,740000;144759,390000;2967517,560000;19173,150000;4504441,940000;10295419,710000;6769052,630000;2297062,060000;7891421,180000;394219,500000;149379,930000;930040,980000;0,000000;931073,020000;897242,990000;898275,030000;975810,550000;0,000000;38613,390000;39932,850000;1032,040000;0,000000;0,000000;410;0
2023;17;9;1;390;74147011,670000;9204878,190000;9205083,130000;4617262,430000;2598526,650000;2475,010000;70192,570000;17640,880000;192,940000;7178107,310000;2026975,820000;0,000000;97488585,380000;67534277,230000;2628,300000;343906,690000;29526889,310000;32453,100000;34010355,500000;103832267,510000;67511444,080000;43573937,710000;60258329,800000;14293103,510000;-81841,210000;2026975,820000;0,000000;2037689,820000;923206,700000;933920,700000;4029311,500000;398306,780000;1459095,200000;1248676,290000;10714,000000;0,000000;0,000000;358;0
2023;17;10;0;390;147658253,190000;19216256,230000;19216281,810000;13408381,360000;849184,000000;6219,270000;72363,680000;48114,440000;2485,180000;14197198,150000;5019083,660000;764440,410000;187385068,780000;146155138,580000;253264,550000;338438,200000;591292,170000;446890,710000;64327038,110000;201927372,190000;146114333,160000;115562556,360000;68583664,980000;5244788,150000;52538,900000;5783402,230000;0,000000;5790181,570000;4992887,760000;4999667,100000;6844051,520000;0,000000;1020944,310000;829308,400000;6779,340000;0,000000;0,000000;2978;0
2023;17;10;1;390;345758225,720000;43702544,430000;43703294,740000;30641280,940000;2677333,430000;9845,070000;252643,040000;399447,550000;43241,450000;33216337,370000;10486957,370000;14505,200000;358101991,590000;340479619,740000;263863,550000;421927,970000;14077364,710000;227417,580000;154649432,380000;360138511,150000;340208582,770000;184482207,930000;175221262,600000;12757565,320000;-697639,920000;10501762,570000;0,000000;10519680,530000;9291053,080000;9308971,040000;12518000,160000;57621,570000;1766901,200000;1411373,240000;17917,960000;16614,210000;7803,150000;1130;1
2023;17;99;0;390;13125,110000;2756,280000;2756,280000;611,100000;0,000000;0,000000;0,000000;0,000000;0,000000;611,100000;2145,180000;0,000000;15985,590000;13125,110000;1173,520000;1686,960000;0,000000;0,000000;9957,140000;15985,590000;13125,110000;3168,330000;12817,260000;0,000000;2860,480000;2145,180000;0,000000;2145,180000;2145,180000;2145,180000;2189,430000;0,000000;44,250000;0,000000;0,000000;0,000000;0,000000;6;0
2023;17;99;1;390;28974595,990000;4191893,990000;4192804,910000;4106617,790000;958739,490000;6289,420000;123819,860000;4452,250000;931,770000;5175549,330000;-982744,420000;0,000000;28878678,440000;28395242,670000;145,000000;29067,480000;453180,290000;0,000000;-2664664,070000;28916348,780000;28395242,670000;39273413,470000;-10357064,700000;5113454,570000;-560405,900000;-982744,420000;0,000000;-982744,420000;-1028378,320000;-1028378,320000;985946,480000;317372,060000;1649988,990000;46962,750000;0,000000;0,000000;0,000000;61;0
2023;13;1;0;390;184399891,880000;24290365,980000;24297350,850000;15355934,620000;2313036,930000;28943,420000;48300,960000;39938,710000;242290,940000;17829499,330000;6467851,520000;-547596,190000;198026530,220000;177645233,730000;585633,670000;1540791,150000;6237434,950000;281382,160000;62911101,380000;204179381,850000;177328796,060000;123046408,910000;79344646,680000;11886447,660000;1263273,240000;5920255,330000;0,000000;5972127,280000;3839234,220000;3891106,170000;13868961,580000;24225,560000;7785850,930000;1881277,870000;51871,950000;0,000000;0,000000;4115;0
2023;13;1;1;390;1997839961,300000;225010874,830000;225091508,880000;229492839,840000;22077332,580000;1414263,370000;4219011,900000;2311619,160000;2160675,520000;258683719,900000;-33592211,020000;-4269,290000;2101185824,560000;1913064798,570000;74492598,190000;38461877,370000;41017204,080000;11471934,110000;230203244,540000;2160652424,220000;1903256015,760000;1722373682,230000;438255229,740000;112665119,260000;72154866,910000;-33592361,460000;1217710,310000;-32247769,160000;-46630778,320000;-46503896,330000;39187198,050000;21045406,590000;50472986,160000;18026679,660000;1344610,040000;6111594,830000;2384152,080000;3549;31
2023;13;2;0;390;33192873,070000;6796399,440000;6796399,440000;1619217,600000;514406,670000;28,860000;48383,410000;1423,780000;75,560000;2174837,830000;4621561,610000;0,000000;32815310,480000;31509883,020000;52657,140000;297,680000;190466,680000;126609,180000;22512582,290000;32777634,520000;30749067,050000;8246142,310000;24531492,210000;1727523,440000;-197576,600000;4621564,630000;0,000000;4625594,490000;4492795,090000;4496824,950000;4786639,790000;27547,650000;129056,430000;137352,160000;4029,860000;0,000000;0,000000;1233;0
2023;13;2;1;390;100784657206,630000;16425452987,790000;16425455549,860000;13460200721,280000;441666833,980000;136913247,880000;191157483,500000;360540615,140000;152398,070000;14306416935,960000;2119038613,900000;0,000000;140534013866,320000;93709673946,360000;5363388777,710000;22680322371,600000;845215135,400000;16878587629,380000;29182501486,720000;127878995970,900000;93618731306,140000;83658317422,250000;44220678548,650000;2135319936,140000;14351462873,190000;2116573758,940000;116460501,470000;2247946541,460000;2105563062,020000;2120475343,070000;1618667762,440000;549411228,650000;147748512,690000;153571314,600000;131372824,210000;2245583734,150000;907958933,070000;8537;910
2023;13;3;0;390;298175812,820000;58366398,650000;58441912,180000;31731053,490000;1068211,520000;194990,010000;647295,820000;233620,510000;104370,740000;33710163,840000;24731748,340000;1364196,580000;325753990,900000;292337471,220000;2957338,710000;3608247,200000;1205202,370000;1747097,900000;136569699,340000;327214321,770000;292844353,890000;175442008,070000;143527920,490000;5532781,410000;1845619,330000;26097772,240000;0,000000;26363398,050000;25036271,940000;25301897,750000;27256549,770000;0,000000;847904,850000;1372205,470000;265628,820000;0,000000;0,000000;5764;0
2023;13;3;1;390;108624572942,120000;19913409048,210000;19920925851,240000;10180826979,020000;274408078,730000;1337759527,800000;3785708516,010000;581843703,080000;13900210,200000;15872919601,190000;4048006250,050000;9291,510000;166190365882,600000;84331801755,360000;22742987832,040000;51293823483,080000;484678357,970000;4022212618,540000;30376439402,020000;163579552104,480000;84265233507,300000;128447799929,680000;35131894789,160000;1669113595,670000;3272655011,340000;4048028875,430000;1122361400,570000;5237054646,630000;4953358588,960000;5020022959,590000;2240822967,160000;1408863482,480000;106004189,840000;94328690,170000;1189027959,240000;4720669308,110000;398941422,990000;11607;196
2023;13;4;0;390;2733521688,010000;548419776,160000;548424093,180000;187025079,820000;15755665,900000;128258,520000;583911,180000;321931,750000;38142,590000;201865258,490000;346558834,690000;28588,700000;2872883863,790000;2664126200,560000;5624830,090000;3288786,620000;52163610,980000;8711665,790000;1756139389,030000;2797182492,710000;2661476855,180000;923534317,690000;1873138392,760000;74557047,100000;3989857,480000;346614444,910000;0,000000;346959078,840000;337904283,920000;338248917,850000;354589951,050000;151876,400000;6095439,820000;10439942,190000;344700,990000;0,000000;0,000000;92878;0
2023;13;4;1;390;77143669404,000000;13991814019,630000;13991881374,360000;9353563189,110000;979851317,370000;194032039,940000;336705623,770000;130737620,380000;177469,970000;10803190332,440000;3188691041,920000;0,000000;82867278453,170000;57364714805,330000;982344765,450000;2274587243,660000;4928608088,630000;1974487920,850000;22952361943,250000;84703796514,490000;57822992803,890000;52257977884,290000;32451230898,840000;4618720869,360000;665436727,680000;3189260601,130000;127592139,860000;3343620972,510000;2972588471,240000;2999356702,760000;4127650454,030000;680133606,440000;541221851,640000;373510230,800000;154360371,380000;718439291,010000;278645431,590000;76219;821
2023;13;5;0;390;1713608559,990000;312422733,370000;313040969,860000;164733563,030000;6587369,710000;1479616,110000;9386638,370000;1806024,410000;309939,830000;182687741,750000;130353228,110000;16920396,760000;3829110105,680000;1614775054,990000;488256874,510000;48744538,550000;55885013,310000;23413734,110000;873190211,560000;3522948941,440000;1613547652,820000;1316656249,130000;1490357967,320000;107892331,730000;469289624,770000;147278537,410000;43044,010000;149452565,220000;137865378,630000;139996362,430000;171512742,220000;954933,340000;8636721,600000;11824459,800000;2168815,630000;0,000000;0,000000;60367;0
2023;13;5;1;390;409411367420,350000;73506043129,610000;73737491589,170000;41591236570,050000;997395642,050000;4840455983,960000;10495448410,570000;3813153135,900000;17593254,960000;60469445993,680000;13268045595,490000;215065,010000;554936918575,150000;319547780364,390000;48979452560,390000;68434899448,860000;3184695171,230000;85909722740,640000;111167023250,210000;476514139471,270000;319109632534,800000;380159434553,800000;96865306465,700000;4515779433,120000;-4984625916,330000;13269423019,840000;4051897706,920000;18071141111,310000;16534464785,070000;17284285853,880000;16859005568,680000;1949794274,930000;379950658,310000;368199394,870000;4801599238,240000;3776964802,710000;1403579983,980000;79018;652
2023;13;6;0;390;303152891,080000;62165851,510000;62172117,790000;8343110,250000;856715,410000;17227,340000;270641,420000;801659,630000;6906,610000;10244701,240000;51927416,550000;213,120000;423729406,890000;296137229,350000;40873008,380000;28126227,780000;4385436,450000;42477862,960000;251444983,890000;372115961,860000;296611573,820000;49423912,240000;322753655,200000;4575895,580000;67108528,620000;51928007,670000;0,000000;52010356,130000;51138696,840000;51221045,300000;53304551,240000;1101,750000;1263814,070000;901867,220000;82353,870000;0,000000;0,000000;10068;0
2023;13;6;1;390;72681099884,230000;15038869909,830000;15039065762,210000;9370152239,160000;473027664,500000;68292345,690000;380496357,150000;1199239636,350000;1207,560000;11301770358,230000;3737295403,980000;0,000000;77821895628,790000;59329653965,830000;6076789883,440000;1439893386,970000;445086459,450000;8927739586,470000;18698290175,800000;69782685160,500000;59417278082,070000;52918400226,110000;16865390550,950000;2446399279,050000;5353913797,770000;3737284266,590000;46078506,640000;3799542949,920000;3663292670,940000;3679472847,800000;2371623512,880000;290778611,680000;142459573,140000;74260052,930000;62258688,650000;2176062826,920000;376899161,080000;14403;218
2023;13;7;0;390;393842597,070000;82030290,640000;82030344,750000;6087273,490000;628250,270000;20333,980000;19137,870000;46052,820000;1155,010000;6712652,950000;75317691,800000;0,000000;456552326,340000;392985794,580000;13941363,290000;7745556,890000;21865950,990000;16141583,840000;360426355,750000;438471776,940000;393348583,190000;34483317,450000;403988459,490000;3761170,990000;20460712,280000;75320965,610000;0,000000;75463312,660000;74925612,460000;75067959,510000;75872122,440000;0,000000;388051,970000;558532,680000;142347,050000;0,000000;0,000000;6884;0
2023;13;7;1;390;31756042841,690000;6647493292,260000;6647498691,070000;6114699988,870000;186420213,260000;4415589,640000;23219473,180000;55347191,820000;129,600000;6343766101,560000;303732589,510000;0,000000;155839858466,420000;24375908851,740000;845320656,700000;4433722173,140000;108692644518,430000;16593242298,630000;1307395250,440000;139238179807,890000;24607403895,460000;36825453663,030000;102418104539,670000;1310686031,940000;5087901203,110000;303753637,000000;0,000000;306047392,960000;232174378,080000;234468134,040000;455425691,410000;313502775,370000;57109953,460000;35098771,510000;2293755,960000;227990754,320000;45532485,050000;4496;243
2023;13;8;0;390;4927899833,100000;1023681463,040000;1023695602,530000;136237149,990000;9418582,000000;180998,130000;1169483,860000;1533522,070000;11077,770000;147671394,560000;876024207,970000;66715,260000;5355322483,030000;4814201684,690000;122173577,470000;91619041,670000;43458079,840000;114313253,040000;4186565666,420000;5179077951,460000;4901619793,530000;721047166,550000;4458838380,930000;48440587,610000;199779137,420000;876100288,800000;0,000000;877225331,180000;869132521,500000;870257563,880000;882663072,170000;165459,250000;4553561,480000;8807405,300000;1125222,700000;0,000000;0,000000;90368;0
2023;13;8;1;390;107200179470,390000;21653664532,160000;21654726062,420000;12180027560,090000;1009847491,060000;361992415,910000;500162739,750000;1447194643,070000;398664,590000;15213673299,780000;6441052762,640000;0,000000;134273681209,120000;92683353540,320000;9667555430,350000;8212561997,380000;5418818059,200000;12635463996,440000;33986827999,590000;119691709183,750000;92486891056,960000;72625910372,570000;47345973818,300000;3764736776,220000;13282859125,790000;6441625172,810000;246105125,120000;6787165679,140000;6260149393,050000;6359584774,260000;6919689326,020000;662008359,230000;416142709,410000;322616576,410000;345539242,300000;1253290121,100000;512074253,550000;65102;1082
2023;13;9;0;390;244818127,680000;47104157,490000;47107370,370000;11801264,290000;1359238,170000;9643,430000;153709,790000;217320,560000;1382,590000;13175922,750000;33931447,620000;148717,770000;349687297,360000;240945434,290000;4431563,800000;7622100,970000;86010934,950000;5305718,580000;177055366,410000;345458698,380000;240957348,860000;70091589,130000;273044427,980000;7536955,640000;10954971,500000;34080281,320000;0,000000;34130574,710000;33025960,610000;33076254,000000;35157141,930000;123,710000;800826,930000;1329781,910000;50293,390000;0,000000;0,000000;11189;0
2023;13;9;1;390;7676270024,880000;1144000412,190000;1144038329,630000;571026822,460000;366252096,650000;1660495,270000;5089370,910000;8967705,080000;18647,340000;929502052,090000;214536277,540000;10514,230000;22972501993,720000;6125445897,750000;132138503,050000;166325269,960000;15865025435,520000;281863016,200000;2964089641,580000;23720290908,300000;6252666654,810000;7357678386,490000;16365175368,320000;2408633785,900000;226904483,200000;214558434,150000;27049,150000;219176700,960000;186512170,910000;191103388,570000;275221122,170000;66228245,600000;42331827,080000;41667768,310000;4618266,810000;69765528,370000;8247370,200000;8088;365
2023;13;10;0;390;2130197497,650000;321264124,490000;321282791,970000;174971668,620000;6769200,380000;172509,140000;940985,770000;1192209,080000;5552,580000;182137435,210000;139145356,760000;11074916,760000;2532171610,450000;2112422073,580000;30994110,330000;27928805,220000;23243149,010000;69833455,920000;1125997532,460000;2643848092,560000;2111962709,880000;1315438176,190000;1217106787,340000;38891674,620000;50018622,030000;150203861,020000;0,000000;150544713,440000;138169607,960000;138510460,380000;161714820,900000;13905,480000;9464112,610000;14036778,150000;340852,420000;0,000000;0,000000;49464;0
2023;13;10;1;390;27047002083,410000;3859520369,500000;3859671118,080000;3025197031,990000;162302278,940000;16515075,360000;51466102,070000;112961896,410000;107509,520000;3297421248,310000;562249869,770000;539172,070000;43533095986,860000;25110599414,390000;423820468,730000;420031791,360000;15940317334,430000;1478906724,920000;9184956255,820000;42818340308,750000;25123797163,050000;17996998622,640000;24816319388,790000;764212078,570000;511397696,000000;562784123,260000;439382,290000;572468249,480000;462057390,700000;471302134,630000;859559028,090000;69030393,710000;131721907,510000;96915972,280000;9678222,970000;133393653,790000;233226470,210000;28996;346
2023;13;99;0;390;6593049,120000;1312483,780000;1312483,780000;119570,760000;12418,110000;14,690000;1015,880000;4373,920000;0,000000;137925,660000;1174558,120000;35,360000;7923450,680000;6554859,300000;323131,250000;294832,030000;204010,210000;419565,060000;5915536,600000;7406783,710000;6554859,300000;661346,670000;6745437,040000;60740,600000;600629,400000;1174598,120000;0,000000;1176776,280000;1049978,290000;1052156,450000;1203397,080000;0,000000;14663,750000;139039,410000;2178,160000;0,000000;0,000000;728;0
