EJER;CCAA;PROV;SEXO;MODELO;M190_P1;M190_P2;M190_P3
2015;12;32;2;190;62170;543450675,3900000;57449,9999200
2015;12;36;1;190;132462;1757119448,0200000;120806,0001000
2015;12;36;2;190;141692;1294658750,9000000;128625,9997300
2015;13;28;1;190;728279;12092714886,2400000;622367,9983600
2015;13;28;2;190;737369;8381752856,9900000;644750,9999600
2015;14;30;1;190;158067;1964472955,9400000;143567,9994800
2015;14;30;2;190;152532;1363233058,5200000;140611,9999700
2015;17;26;1;190;43429;589938787,8800000;38417,9999000
2015;17;26;2;190;39443;382096497,6900000;35108,9998600
2015;77;99;1;190;13074;189002647,7400000;11631,0002200
2015;77;99;2;190;14261;131499264,9000000;12916,0000200
2014;1;4;1;190;62682;695782281,8800000;57693,0000400
2014;1;4;2;190;62318;524697742,6200000;56181,9998800
2014;1;11;1;190;145149;1986821920,3900000;128563,0000500
2014;1;11;2;190;114553;1098933966,2800000;103130,0000200
2014;1;14;1;190;97117;1149918107,8600000;89140,0001600
2014;1;14;2;190;97233;879899274,0300000;89361,9999400
2014;1;18;1;190;106532;1311639211,5400000;97373,9999400
2014;1;18;2;190;108546;1022139576,9300000;98998,9996500
2014;1;21;1;190;60904;771693670,8500000;55374,0000900
2014;1;21;2;190;54462;475381871,0100000;49837,0000000
2014;1;23;1;190;87418;994830539,9400000;80522,9999700
2014;1;23;2;190;77707;681124708,8400000;71736,9999200
2014;1;29;1;190;154898;1969168821,0100000;140833,0000700
2014;1;29;2;190;147274;1391745634,1500000;133285,0002200
2014;1;41;1;190;223804;2845595413,5700000;203566,0004100
2014;1;41;2;190;219948;2012198257,8700000;201235,9997600
2014;2;22;1;190;34440;438949765,4500000;30564,0001700
2014;2;22;2;190;28990;276294354,6500000;25620,9998600
2014;2;44;1;190;23312;305926309,0400000;20536,9998800
2014;2;44;2;190;18523;172618446,5100000;16535,0001100
2014;2;50;1;190;132310;2031043167,2700000;117625,9999800
2014;2;50;2;190;120927;1245274360,1200000;108427,0002600
2014;3;33;1;190;216113;3376107496,1000000;164704,9871700
2014;3;33;2;190;172207;1753752998,5800000;147329,0012100
2014;4;7;1;190;107732;1378344764,7000000;96427,9999600
2014;4;7;2;190;110162;1035434788,9700000;98912,9999900
2014;5;35;1;190;98742;1263214088,2200000;89976,9997400
2014;5;35;2;190;88683;854876568,5100000;80757,9998900
2014;5;38;1;190;89901;1102844685,2200000;81184,9999700
2014;5;38;2;190;83695;800576610,0800000;76101,9999400
2014;6;39;1;190;88621;1257266036,6100000;76688,9998300
2014;6;39;2;190;83146;795759017,1400000;72373,0000000
2014;7;5;1;190;27123;310847987,8200000;24051,0000200
2014;7;5;2;190;20619;188578984,1700000;18362,9999700
2014;7;9;1;190;56202;821283222,5100000;49876,0001100
2014;7;9;2;190;49184;486356387,1700000;43749,0001300
2014;7;24;1;190;84126;1205335171,4400000;75285,9996700
2014;7;24;2;190;75933;762493596,7500000;68555,9998400
2014;7;34;1;190;28392;366052053,7500000;24674,9999700
2014;7;34;2;190;23268;226767887,4000000;20663,0000200
2014;7;37;1;190;53786;679933560,1100000;47640,0002400
2014;7;37;2;190;45162;445464634,5000000;40181,0002500
2014;7;40;1;190;22574;286797950,6100000;20004,0001700
2014;7;40;2;190;18740;179659121,6100000;16571,9999900
2014;7;42;1;190;15046;181924379,3900000;13219,0000900
2014;7;42;2;190;12751;123437862,6100000;11298,0000200
2014;7;47;1;190;79835;1164784007,2200000;68843,9997800
2014;7;47;2;190;61970;626507248,1200000;54648,9999600
2014;7;49;1;190;33122;382021444,5300000;29786,0001400
2014;7;49;2;190;27094;251081442,2400000;24472,9999900
2014;8;2;1;190;49985;583554550,7700000;45854,9999200
2014;8;2;2;190;38441;348390991,7700000;34779,9999700
2014;8;13;1;190;70207;845830369,6900000;64112,9998600
2014;8;13;2;190;51035;463870724,6000000;46417,9998300
2014;8;16;1;190;31464;344769213,0600000;28869,9999600
2014;8;16;2;190;22928;203051858,4100000;20672,0000200
2014;8;19;1;190;29151;390427401,2300000;25846,9998900
2014;8;19;2;190;22256;209921507,4800000;19728,9999300
2014;8;45;1;190;82453;961612949,9200000;75312,0001000
2014;8;45;2;190;59051;511822335,6300000;53751,0000700
2014;9;8;1;190;705240;10527179248,0500000;622326,0005600
2014;9;8;2;190;772998;7785748888,6200000;676666,0001900
2014;9;17;1;190;86350;1105581835,8600000;76641,9999900
2014;9;17;2;190;90978;853733109,8400000;79321,0000400
2014;9;25;1;190;58589;683961341,9800000;50898,0001000
2014;9;25;2;190;61260;521875338,6800000;50654,9999900
2014;9;43;1;190;100365;1332827136,9300000;87733,0002600
2014;9;43;2;190;99118;867126782,8400000;83192,9998600
2014;10;3;1;190;182296;2225694001,0600000;165422,9997900
2014;10;3;2;190;174574;1570452198,5000000;156485,0003300
2014;10;12;1;190;73688;934220150,0500000;66514,0000400
2014;10;12;2;190;70757;642861741,8200000;63773,0000400
2014;10;46;1;190;322322;4199576707,1200000;285811,0000400
2014;10;46;2;190;304631;2871523927,0600000;271005,9999900
2014;11;6;1;190;86834;957664052,1000000;80189,9999500
2014;11;6;2;190;71048;623357655,9400000;64522,0001000
2014;11;10;1;190;57895;668270014,4300000;53543,9998800
2014;11;10;2;190;50814;461738857,2900000;46332,0002800
2014;12;15;1;190;175806;2205378130,4100000;153196,9997600
2014;12;15;2;190;173321;1574838029,7500000;154345,0004000
2014;12;27;1;190;60511;676638252,4100000;55234,0000600
2014;12;27;2;190;65323;592054251,1300000;59800,0003100
2014;12;32;1;190;56478;609926954,0100000;51472,0001100
2014;12;32;2;190;59606;522639161,5200000;54657,0002100
2014;12;36;1;190;132270;1694065839,9100000;120184,0001000
2014;12;36;2;190;135540;1220334988,3500000;121723,9998900
2014;13;28;1;190;721842;11585723689,0600000;614584,9997200
2014;13;28;2;190;722064;7982319082,9900000;620957,0003600
2014;14;30;1;190;160182;1902888869,2800000;144281,0001300
2014;14;30;2;190;149089;1294672100,4100000;133822,9997700
2014;17;26;1;190;44347;569637991,1600000;38996,9999700
2014;17;26;2;190;39829;372366327,9200000;34790,9998200
2014;77;99;1;190;11343;177781747,6900000;9911,0001200
2014;77;99;2;190;10922;113107199,1900000;9627,0000600
2013;1;4;1;190;61596;672482515,4100000;56428,0000400
2013;1;4;2;190;60911;507797977,0000000;55000,0000100
2013;1;11;1;190;144949;1933981218,5500000;127237,0001100
2013;1;11;2;190;113246;1064104225,3700000;101645,0001700
2013;1;14;1;190;96254;1119311580,0400000;88213,9998400
2013;1;14;2;190;95969;859501731,3400000;88283,0000300
2013;1;18;1;190;106091;1279742633,0800000;96962,9997400
2013;1;18;2;190;107198;991932030,4500000;97807,0000900
2013;1;21;1;190;60638;753213718,5000000;54966,9998800
2013;1;21;2;190;53762;464056594,3200000;49093,0001300
2013;1;23;1;190;87171;973935434,1000000;80068,9999800
2013;1;23;2;190;76505;664372813,3700000;70570,0000700
2013;1;29;1;190;153235;1909763079,3700000;138964,0000100
2013;1;29;2;190;145016;1350490613,2200000;131111,9999600
2013;1;41;1;190;217805;2756038747,8800000;196980,9994100
2013;1;41;2;190;209063;1938190988,2500000;190552,9999900
2013;2;22;1;190;34735;432763183,5800000;30610,9999600
2013;2;22;2;190;28969;269916512,7900000;25463,9999900
2013;2;44;1;190;23473;299874269,3000000;20623,0002000
2013;2;44;2;190;18604;170770026,4400000;16526,0001000
2013;2;50;1;190;132517;1974592645,8200000;117211,0001100
2013;2;50;2;190;120046;1210244144,6700000;107105,0001900
2013;3;33;1;190;217199;3334982350,8400000;164971,0005000
2013;3;33;2;190;172775;1717969224,3600000;146859,0005100
2013;4;7;1;190;106432;1333141827,1600000;95032,9996400
2013;4;7;2;190;107991;1000219233,5800000;97017,0000300
2013;5;35;1;190;97181;1217672575,9500000;88131,0000300
2013;5;35;2;190;86408;819079781,1900000;78604,9999200
2013;5;38;1;190;88337;1063726161,4700000;79409,0003800
2013;5;38;2;190;81398;768701960,5900000;73901,0001600
2013;6;39;1;190;88860;1236846597,6300000;76214,0003700
2013;6;39;2;190;82734;776374739,9700000;71470,9998800
2013;7;5;1;190;27403;310031311,1400000;24055,0000300
2013;7;5;2;190;20505;185626956,6000000;18188,9999700
2013;7;9;1;190;56323;804010865,0800000;49440,9998400
2013;7;9;2;190;49328;477348823,3400000;43582,9998700
2013;7;24;1;190;84561;1188329817,8600000;75323,0001100
2013;7;24;2;190;75972;747656250,6500000;68497,9995100
2013;7;34;1;190;28209;358618223,7700000;24396,0000600
2013;7;34;2;190;23174;223465633,3400000;20502,9999800
2013;7;37;1;190;53667;664883812,2500000;47352,9998400
2013;7;37;2;190;44901;434470995,0600000;39818,0000100
2013;7;40;1;190;22553;283618023,4800000;19957,0000700
2013;7;40;2;190;18548;174416138,7100000;16397,0000700
2013;7;42;1;190;15119;180289446,3200000;13249,0001000
2013;7;42;2;190;12698;121380208,8000000;11183,0001300
2013;7;47;1;190;79173;1139495241,4900000;68046,9997900
2013;7;47;2;190;61204;608223365,6500000;53853,0000000
2013;7;49;1;190;33500;381624691,0500000;30101,9999100
2013;7;49;2;190;27204;248951683,9200000;24531,9999300
2013;8;2;1;190;49658;569405522,6000000;45491,9997800
2013;8;2;2;190;38001;337975510,6500000;34330,0000400
2013;8;13;1;190;70348;828744970,5600000;63991,9996300
2013;8;13;2;190;50798;454679472,0400000;46055,9999500
2013;8;16;1;190;31424;339556693,0400000;28787,9999400
2013;8;16;2;190;22594;198387765,1800000;20324,0000400
2013;8;19;1;190;29040;378249096,0800000;25641,9998800
2013;8;19;2;190;21884;202566627,0600000;19325,9999700
2013;8;45;1;190;81774;934112723,5400000;74446,0000800
2013;8;45;2;190;58278;499231751,4400000;52926,0000300
2013;9;8;1;190;706166;10312325975,9200000;617744,0003500
2013;9;8;2;190;775176;7587797091,5300000;671943,9999700
2013;9;17;1;190;85370;1068444303,2700000;75480,9999400
2013;9;17;2;190;90883;829936312,7700000;78670,9997800
2013;9;25;1;190;58712;670166062,2300000;50555,0002100
2013;9;25;2;190;61493;510056979,1100000;50377,0000000
2013;9;43;1;190;100266;1300740075,1500000;86680,0003600
2013;9;43;2;190;99303;842548749,9400000;82256,0000600
2013;10;3;1;190;180737;2169572254,5800000;163670,9999700
2013;10;3;2;190;172620;1530827027,7100000;154817,9997300
2013;10;12;1;190;73070;909440153,8500000;65992,9999700
2013;10;12;2;190;70408;629810415,9800000;63463,0001700
2013;10;46;1;190;319374;4090763707,7800000;282643,0004400
2013;10;46;2;190;301221;2784512449,2400000;268210,0002600
2013;11;6;1;190;85942;932564948,1400000;79047,0001800
2013;11;6;2;190;69836;607007982,7700000;63403,9999800
2013;11;10;1;190;57851;662292438,6800000;53212,9998900
2013;11;10;2;190;50072;450184437,0200000;45716,9998800
2013;12;15;1;190;176358;2153930789,5600000;152342,9998900
2013;12;15;2;190;172308;1536762994,2000000;153124,0003200
2013;12;27;1;190;60675;666450339,6600000;55131,9998300
2013;12;27;2;190;65506;586482178,7500000;59988,9999500
2013;12;32;1;190;56420;595398402,8500000;51363,0002900
2013;12;32;2;190;59339;516652797,4900000;54336,0001300
2013;12;36;1;190;132558;1634849293,5400000;119770,9996600
2013;12;36;2;190;134945;1189635733,6100000;121120,9999900
2013;13;28;1;190;715708;11231033124,4300000;605479,9999500
2013;13;28;2;190;712067;7681070000,0900000;609318,0003500
2013;14;30;1;190;159047;1851844718,8700000;142183,9999400
2013;14;30;2;190;147217;1264636073,2700000;131782,0005300
2013;17;26;1;190;44346;560182517,6700000;38673,0000300
2013;17;26;2;190;39519;364485302,7200000;34423,9998700
2013;77;99;1;190;10925;171917331,9900000;9620,0000900
2013;77;99;2;190;10754;109920295,4700000;9471,0000200
2012;1;4;1;190;61113;644437413,7600000;55948,0001600
2012;1;4;2;190;60881;491057344,6100000;54874,9999500
2012;1;11;1;190;145095;1864053305,9300000;126580,0005000
2012;1;11;2;190;112657;1028182281,7600000;100869,0000700
2012;1;14;1;190;96292;1088674844,7500000;87902,9999700
2012;1;14;2;190;96170;836755085,8400000;88232,0002500
2012;1;18;1;190;106234;1239385926,5100000;96909,9998300
2012;1;18;2;190;107143;964804906,1200000;97669,9997400
2012;1;21;1;190;60476;728795441,9600000;54717,9999900
2012;1;21;2;190;53489;449130193,0300000;48840,9999700
2012;1;23;1;190;87116;937081437,1300000;79904,0000800
2012;1;23;2;190;76267;641804296,1800000;70210,9999400
2012;1;29;1;190;152364;1831608577,1700000;137615,0001800
2012;1;29;2;190;144400;1304523873,3900000;130123,0000800
2012;1;41;1;190;216831;2663343591,5400000;195455,0002000
2012;1;41;2;190;208927;1878616474,4900000;190057,0005600
2012;2;22;1;190;34714;418897451,7500000;30360,0001300
2012;2;22;2;190;28838;261010010,1600000;25229,9998300
2012;2;44;1;190;23618;291162664,9600000;20645,0000900
2012;2;44;2;190;18873;166421831,8900000;16640,0000100
2012;2;50;1;190;132580;1910590256,2200000;116414,0001000
2012;2;50;2;190;119902;1164952084,8800000;106509,0000600
2012;3;33;1;190;224843;3257022704,2400000;165953,0011000
2012;3;33;2;190;174922;1675561908,7900000;147495,9952200
2012;4;7;1;190;105619;1289308866,0600000;93913,0001000
2012;4;7;2;190;107864;967558689,1100000;96673,0001700
2012;5;35;1;190;96417;1159186252,9900000;87164,0005500
2012;5;35;2;190;85818;784546218,9700000;77882,0000300
2012;5;38;1;190;86980;1012655556,7400000;77891,9998800
2012;5;38;2;190;80613;732089285,3300000;73146,0001200
2012;6;39;1;190;87116;1186514805,2200000;73872,9998800
2012;6;39;2;190;81024;744373569,5500000;69299,9999700
2012;7;5;1;190;27437;295210338,9700000;24056,9999900
2012;7;5;2;190;20587;181002751,2400000;18179,0000100
2012;7;9;1;190;56095;763899634,9300000;49287,0002900
2012;7;9;2;190;49413;462522630,2700000;43568,9998700
2012;7;24;1;190;84793;1147664352,7900000;75311,0002000
2012;7;24;2;190;76463;728999613,4000000;68722,9995900
2012;7;34;1;190;28285;346422904,0100000;24310,9998800
2012;7;34;2;190;23446;217872778,0000000;20635,0000200
2012;7;37;1;190;53911;643950502,2400000;47359,9998600
2012;7;37;2;190;45121;421910755,2000000;39855,9999000
2012;7;40;1;190;22698;279181344,8900000;19966,9999100
2012;7;40;2;190;18663;170248202,8500000;16370,9999400
2012;7;42;1;190;15405;174882268,6500000;13398,0000300
2012;7;42;2;190;12858;118883865,2000000;11256,9999100
2012;7;47;1;190;78685;1088415585,6800000;67406,0000500
2012;7;47;2;190;60985;584797104,0400000;53375,0002200
2012;7;49;1;190;33761;371714731,9800000;30299,0000400
2012;7;49;2;190;27512;244663467,8700000;24722,0000100
2012;8;2;1;190;49295;547825524,8000000;45189,0002400
2012;8;2;2;190;37663;325105711,1800000;33992,0000100
2012;8;13;1;190;70284;803960236,4400000;63879,0001900
2012;8;13;2;190;50789;441980718,7900000;45959,9998000
2012;8;16;1;190;31556;331115920,9600000;28880,0000600
2012;8;16;2;190;22736;194326476,7600000;20381,0000700
2012;8;19;1;190;28949;366555393,6500000;25464,0000000
2012;8;19;2;190;21918;194831376,7700000;19251,0000900
2012;8;45;1;190;81492;899735780,1500000;74104,9998600
2012;8;45;2;190;58296;483726472,1600000;52959,9999600
2012;9;8;1;190;710762;10031207950,9200000;615773,0004100
2012;9;8;2;190;784487;7335345625,5300000;672998,0011200
2012;9;17;1;190;85264;1044283626,5100000;74860,0003900
2012;9;17;2;190;91613;802796809,9800000;78659,9998400
2012;9;25;1;190;58892;649053213,6700000;50406,9998300
2012;9;25;2;190;62132;494226358,6000000;50253,9999900
2012;9;43;1;190;99993;1254473914,8100000;85818,0003800
2012;9;43;2;190;100141;815207272,5600000;82106,0001700
2012;10;3;1;190;181246;2089422937,1400000;163341,9995900
2012;10;3;2;190;173377;1482970533,5800000;155178,9997700
2012;10;12;1;190;72677;871409233,2000000;65648,9997300
2012;10;12;2;190;70771;615098970,2600000;63729,9999000
2012;10;46;1;190;318075;3924040005,9900000;281431,0000900
2012;10;46;2;190;302321;2700232600,7600000;268460,0003600
2012;11;6;1;190;85576;897193932,6500000;78631,0000000
2012;11;6;2;190;69721;589502458,4900000;63259,0000300
2012;11;10;1;190;57844;639560419,8200000;53129,9999400
2012;11;10;2;190;49918;437455458,3900000;45450,9999700
2012;12;15;1;190;175750;2071540418,3500000;150910,0002700
2012;12;15;2;190;171973;1488303555,2000000;152745,9997600
2012;12;27;1;190;60741;648634345,2000000;55148,9999100
2012;12;27;2;190;66095;575689314,1200000;60489,0000800
2012;12;32;1;190;56589;577919712,6300000;51454,0000500
2012;12;32;2;190;59798;506770448,0600000;54686,0001000
2012;12;36;1;190;134267;1561399513,8100000;120663,0006000
2012;12;36;2;190;135877;1157043638,3600000;121804,0000700
2012;13;28;1;190;708958;10789546727,5200000;594483,0015600
2012;13;28;2;190;706560;7350228776,8500000;600825,0002900
2012;14;30;1;190;157631;1763611134,0600000;140412,9999700
2012;14;30;2;190;146250;1222316484,8100000;130672,9998200
2012;17;26;1;190;44623;541306658,7400000;38719,9999900
2012;17;26;2;190;39568;351335047,5400000;34296,0002400
2012;77;99;1;190;10993;168498311,1300000;9628,0001000
2012;77;99;2;190;10776;107549980,0700000;9442,0000900
2011;1;4;1;190;60742;620359180,1900000;55766,0001000
2011;1;4;2;190;60643;475507599,0600000;54726,0001100
2011;1;11;1;190;142852;1796758016,6700000;124288,9996100
2011;1;11;2;190;111938;985784374,7000000;100095,0000400
2011;1;14;1;190;96747;1066427918,6900000;88399,0002800
2011;1;14;2;190;96785;816518040,4200000;88781,0000800
2011;1;18;1;190;106588;1210457539,9600000;97247,9999400
2011;1;18;2;190;107059;933901099,8000000;97634,9999700
2011;1;21;1;190;60529;710529142,4400000;54754,0001500
2011;1;21;2;190;53507;434265650,5800000;48916,0001000
2011;1;23;1;190;87196;916830546,4500000;80068,0001200
2011;1;23;2;190;76213;622311836,7900000;69985,9999700
2011;1;29;1;190;151403;1775038208,8500000;136882,0003000
2011;1;29;2;190;143747;1262732816,3700000;129546,9998800
2011;1;41;1;190;216614;2589200262,2100000;195225,0005900
2011;1;41;2;190;209341;1822794808,1500000;190477,9992700
2011;2;22;1;190;34419;404856421,8500000;30167,0000900
2011;2;22;2;190;28608;252241945,4300000;24998,9998700
2011;2;44;1;190;23772;287941906,4500000;20804,0001000
2011;2;44;2;190;18861;162726023,1300000;16683,9996800
2011;2;50;1;190;132380;1851019271,8900000;116269,0001000
2011;2;50;2;190;119560;1124445368,0600000;106023,9998600
2011;3;33;1;190;231867;3204290834,1600000;166740,0012900
2011;3;33;2;190;182014;1634055592,2300000;147834,9945200
2011;4;7;1;190;105636;1251229727,0000000;93993,9999100
2011;4;7;2;190;108368;935853042,5400000;97241,0000000
2011;5;35;1;190;94624;1108241215,4200000;85867,0006300
2011;5;35;2;190;84881;748903198,5600000;77322,0002300
2011;5;38;1;190;86096;970596383,3100000;77310,0001100
2011;5;38;2;190;79611;698016715,1300000;72477,0000600
2011;6;39;1;190;86737;1160268573,7500000;73513,9998200
2011;6;39;2;190;81456;723260102,6200000;69535,9998200
2011;7;5;1;190;27331;291327185,8700000;24095,9999000
2011;7;5;2;190;20624;175747496,3600000;18226,0000100
2011;7;9;1;190;56429;747187747,3900000;49530,9997300
2011;7;9;2;190;49580;448615266,5800000;43701,0000100
2011;7;24;1;190;84736;1127803644,6500000;75257,0001400
2011;7;24;2;190;76934;713713088,4900000;69182,0000100
2011;7;34;1;190;28055;337001950,5700000;24269,0001000
2011;7;34;2;190;23395;212686556,2300000;20634,9999500
2011;7;37;1;190;53731;627423243,9800000;47287,9999200
2011;7;37;2;190;44779;407926347,7100000;39658,9999800
2011;7;40;1;190;22602;264123821,6300000;19980,9999900
2011;7;40;2;190;18513;164257457,5700000;16311,9999200
2011;7;42;1;190;15373;172489063,7400000;13446,0001800
2011;7;42;2;190;12899;115600364,9300000;11308,9999700
2011;7;47;1;190;78376;1055908732,5600000;66934,9997700
2011;7;47;2;190;59931;560653497,7300000;52575,0001800
2011;7;49;1;190;33915;365639248,6600000;30529,0000600
2011;7;49;2;190;27630;238691099,7900000;24833,9999900
2011;8;2;1;190;49526;530248331,3400000;45333,0000000
2011;8;2;2;190;37940;315024830,3000000;34264,0000800
2011;8;13;1;190;70503;787388442,6400000;64090,0001200
2011;8;13;2;190;50690;426856415,3600000;45840,0000700
2011;8;16;1;190;31843;323287977,8000000;29184,0000700
2011;8;16;2;190;22743;188541860,0000000;20451,0000000
2011;8;19;1;190;28730;352203744,9000000;25266,9999400
2011;8;19;2;190;21644;186319658,7500000;19011,0000400
2011;8;45;1;190;81241;865719489,7000000;73992,9997300
2011;8;45;2;190;57816;465900533,5200000;52654,0000900
2011;9;8;1;190;706798;9736213051,9700000;612333,0007600
2011;9;8;2;190;785009;7107260367,0700000;671298,9985400
2011;9;17;1;190;84772;1004912949,6800000;74432,0000400
2011;9;17;2;190;91220;775519605,1300000;78342,9999100
2011;9;25;1;190;59197;634025531,3200000;50504,9999400
2011;9;25;2;190;62643;480587951,8400000;50402,9999500
2011;9;43;1;190;98980;1208997322,7200000;84944,0003100
2011;9;43;2;190;99950;784416147,7700000;81647,0000500
2011;10;3;1;190;181813;2025563393,4900000;163826,0000000
2011;10;3;2;190;173924;1439595912,9500000;155596,9999800
2011;10;12;1;190;72442;840964347,4400000;65573,0001200
2011;10;12;2;190;70950;595544295,3600000;63970,9998600
2011;10;46;1;190;317445;3797713752,8000000;281032,9999200
2011;10;46;2;190;302109;2611334252,7700000;268692,0005200
2011;11;6;1;190;85322;871854963,5700000;78574,9998700
2011;11;6;2;190;69307;570112944,6300000;62824,9996900
2011;11;10;1;190;57898;618697367,9500000;53169,0000200
2011;11;10;2;190;49832;422512879,7100000;45317,9999800
2011;12;15;1;190;176285;2006433727,3900000;150542,9992000
2011;12;15;2;190;172151;1438795133,3300000;152886,9998600
2011;12;27;1;190;61082;632307311,0300000;55477,9998600
2011;12;27;2;190;66947;566924598,3800000;61400,9998800
2011;12;32;1;190;56686;562717890,8600000;51633,9997300
2011;12;32;2;190;60207;497984474,4300000;55176,0001900
2011;12;36;1;190;129975;1503313949,1200000;117262,0002600
2011;12;36;2;190;135887;1120532996,1900000;121869,0001800
2011;13;28;1;190;700369;10469868154,9100000;586750,9999500
2011;13;28;2;190;699170;7060205808,1900000;594047,9988100
2011;14;30;1;190;158185;1712652033,5100000;140418,0003000
2011;14;30;2;190;147712;1192499880,8900000;131517,0000900
2011;17;26;1;190;44548;527184535,1600000;38674,0002700
2011;17;26;2;190;39425;342340104,7300000;34156,0002200
2011;77;99;1;190;10968;165774011,3700000;9599,0000300
2011;77;99;2;190;10813;104992264,6900000;9499,9999600
2010;1;4;1;190;60417;588159556,6300000;55325,0000700
2010;1;4;2;190;60093;451883049,2600000;54314,9999200
2010;1;11;1;190;141090;1694166602,1300000;121929,9997600
2010;1;11;2;190;110637;934534133,1800000;98749,0002400
2010;1;14;1;190;96624;1017100562,7800000;88159,0000400
2010;1;14;2;190;96503;782318344,5300000;88444,0001400
2010;1;18;1;190;106106;1154239165,1800000;96657,0000200
2010;1;18;2;190;106276;888554691,4200000;97029,0000400
2010;1;21;1;190;60404;678129580,4900000;54463,0001100
2010;1;21;2;190;53613;416735579,2700000;49037,0000100
2010;1;23;1;190;87268;877769950,6100000;79867,0000500
2010;1;23;2;190;75022;590263994,2500000;68826,9998500
2010;1;29;1;190;149931;1681518719,7900000;135398,9998500
2010;1;29;2;190;142552;1200280570,9000000;128339,9997900
2010;1;41;1;190;214945;2462731451,6500000;193284,0002700
2010;1;41;2;190;207714;1736798450,2900000;188962,0003500
2010;2;22;1;190;34410;390261530,9500000;30167,9997700
2010;2;22;2;190;28303;239390594,3400000;24767,9999500
2010;2;44;1;190;23583;273389785,4000000;20751,9999000
2010;2;44;2;190;18694;155845291,3900000;16510,9997000
2010;2;50;1;190;130901;1774022999,9900000;114797,0002900
2010;2;50;2;190;117827;1062810421,2600000;104322,9997100
2010;3;33;1;190;232704;3078097801,3700000;166138,0005600
2010;3;33;2;190;180003;1556348593,7400000;147032,0018300
2010;4;7;1;190;103869;1174078102,6100000;92663,9998400
2010;4;7;2;190;107163;886926910,6500000;96615,0000900
2010;5;35;1;190;93259;1055958883,2500000;84521,9996400
2010;5;35;2;190;83090;707689015,6100000;76072,0002700
2010;5;38;1;190;83733;914435544,9100000;75336,0002000
2010;5;38;2;190;77427;652862395,0300000;70861,0002900
2010;6;39;1;190;85988;1102530038,8000000;72729,9996700
2010;6;39;2;190;80411;689710974,7200000;68786,0005500
2010;7;5;1;190;27509;282724133,2900000;24188,9999300
2010;7;5;2;190;20506;168240507,6400000;18081,9999500
2010;7;9;1;190;55586;708782912,6300000;48807,0002000
2010;7;9;2;190;48798;424734008,3500000;43110,0001600
2010;7;24;1;190;84584;1073401343,7900000;74952,0000500
2010;7;24;2;190;76888;684851651,6000000;69114,0001400
2010;7;34;1;190;27909;322376188,7100000;24050,9999500
2010;7;34;2;190;23208;201745143,2000000;20495,0000600
2010;7;37;1;190;53119;596788977,6600000;46821,9999400
2010;7;37;2;190;43963;385761740,1000000;38980,9999700
2010;7;40;1;190;22587;252274146,5500000;19938,0001900
2010;7;40;2;190;18360;157399473,0100000;16168,0000300
2010;7;42;1;190;15557;165801516,5700000;13551,9998900
2010;7;42;2;190;12820;110122394,3900000;11239,0000600
2010;7;47;1;190;77545;1004300328,4200000;66099,0000800
2010;7;47;2;190;59341;533386174,2100000;51902,9999800
2010;7;49;1;190;34062;353428960,4900000;30690,9999600
2010;7;49;2;190;27425;228429909,7700000;24690,9999500
2010;8;2;1;190;49206;502575810,9200000;45019,9999000
2010;8;2;2;190;37449;299162782,2900000;33825,0000100
2010;8;13;1;190;69960;749731706,7100000;63527,9999300
2010;8;13;2;190;50454;409826564,8900000;45518,0001300
2010;8;16;1;190;31762;313286289,5500000;29190,9998200
2010;8;16;2;190;22358;178642087,9300000;20131,0000000
2010;8;19;1;190;28397;332639207,0200000;24907,9999800
2010;8;19;2;190;21294;176190838,7600000;18682,0000100
2010;8;45;1;190;79991;816533772,0600000;72843,0001100
2010;8;45;2;190;57390;442522572,9600000;52199,9999600
2010;9;8;1;190;696643;9264766079,1300000;602631,0002400
2010;9;8;2;190;780656;6732118244,4200000;664563,9994400
2010;9;17;1;190;83082;941715892,0600000;73185,9998900
2010;9;17;2;190;90616;737528054,2100000;77615,0003400
2010;9;25;1;190;58719;603358076,3900000;50147,0000900
2010;9;25;2;190;62776;458516096,5900000;50247,0000900
2010;9;43;1;190;97647;1132589495,3200000;83688,9999300
2010;9;43;2;190;99319;743652290,4900000;80675,9995700
2010;10;3;1;190;179405;1922623490,7800000;161627,0000700
2010;10;3;2;190;171992;1368848411,9300000;153939,0002300
2010;10;12;1;190;70892;790092217,0700000;64204,9998800
2010;10;12;2;190;69655;563512163,3100000;62946,9997700
2010;10;46;1;190;313553;3594906431,6500000;277300,0000900
2010;10;46;2;190;298843;2477357956,3700000;266030,9998800
2010;11;6;1;190;84574;831493953,9900000;77785,9999700
2010;11;6;2;190;68724;544057645,6800000;62278,0000100
2010;11;10;1;190;57493;588394416,4500000;52784,0000700
2010;11;10;2;190;49428;404020785,5100000;44925,9999800
2010;12;15;1;190;174053;1907633962,4100000;147928,0000800
2010;12;15;2;190;170462;1369712069,1500000;151485,0000700
2010;12;27;1;190;61202;605756378,8600000;55548,9995900
2010;12;27;2;190;67166;545424521,6100000;61744,9998200
2010;12;32;1;190;56546;537208936,4000000;51480,0000400
2010;12;32;2;190;60127;480525859,7600000;55091,0002100
2010;12;36;1;190;127379;1400760049,5400000;114907,0000600
2010;12;36;2;190;135105;1070696365,1400000;121113,9999400
2010;13;28;1;190;688456;9980686777,2800000;574584,9993300
2010;13;28;2;190;688648;6656376084,0600000;583300,9997300
